"source_folder","source_filename","figma_page","figma_section","figma_source_frame","figma_editable_frame","feature","screen","locale","state","screen_type","component_dependencies","prototype_flow","completion_status","notes"
"10-system-states","10-session-restoration-fr-v2.png","100 — System States","02 — Source Screenshots","SRC / 10-session-restoration-fr-v2.png","","System","session-restoration-fr-v2","French","Default","Screen reference","TBD after editable reconstruction","System","Inventory complete — Figma import blocked by MCP plan limit","Source path: 10-system-states/10-session-restoration-fr-v2.png; dimensions: 941x1672"
"10-system-states","10-session-restored-fr.png","100 — System States","02 — Source Screenshots","SRC / 10-session-restored-fr.png","","System","session-restored","French","Restored","Screen reference","TBD after editable reconstruction","System","Inventory complete — Figma import blocked by MCP plan limit","Source path: 10-system-states/10-session-restored-fr.png; dimensions: 941x1672"
"10-system-states","10-splash-screen.png","100 — System States","02 — Source Screenshots","SRC / 10-splash-screen.png","","System","splash-screen","Shared","Default","Screen reference","TBD after editable reconstruction","System","Inventory complete — Figma import blocked by MCP plan limit","Source path: 10-system-states/10-splash-screen.png; dimensions: 941x1672"
"10-system-states","10-splash-screen-v2.png","100 — System States","02 — Source Screenshots","SRC / 10-splash-screen-v2.png","","System","splash-screen-v2","Shared","Default","Screen reference","TBD after editable reconstruction","System","Inventory complete — Figma import blocked by MCP plan limit","Source path: 10-system-states/10-splash-screen-v2.png; dimensions: 941x1672"
"10-system-states","10-too-many-attempts-fr.png","100 — System States","02 — Source Screenshots","SRC / 10-too-many-attempts-fr.png","","System","too-many-attempts","French","Default","Screen reference","TBD after editable reconstruction","System","Inventory complete — Figma import blocked by MCP plan limit","Source path: 10-system-states/10-too-many-attempts-fr.png; dimensions: 941x1672"
"10-system-states","10-unusual-activity-detected-fr.png","100 — System States","02 — Source Screenshots","SRC / 10-unusual-activity-detected-fr.png","","System","unusual-activity-detected","French","Default","Screen reference","TBD after editable reconstruction","System","Inventory complete — Figma import blocked by MCP plan limit","Source path: 10-system-states/10-unusual-activity-detected-fr.png; dimensions: 941x1672"
"10-system-states","10-update-available-fr.png","100 — System States","02 — Source Screenshots","SRC / 10-update-available-fr.png","","System","update-available","French","Update","Screen state","TBD after editable reconstruction","System","Inventory complete — Figma import blocked by MCP plan limit","Source path: 10-system-states/10-update-available-fr.png; dimensions: 941x1672"
"10-system-states","10-update-available-fr-v2.png","100 — System States","02 — Source Screenshots","SRC / 10-update-available-fr-v2.png","","System","update-available-fr-v2","French","Update","Screen state","TBD after editable reconstruction","System","Inventory complete — Figma import blocked by MCP plan limit","Source path: 10-system-states/10-update-available-fr-v2.png; dimensions: 941x1672"
"10-system-states","10-update-download-progress-fr.png","100 — System States","02 — Source Screenshots","SRC / 10-update-download-progress-fr.png","","System","update-download-progress","French","Update","Screen state","TBD after editable reconstruction","System","Inventory complete — Figma import blocked by MCP plan limit","Source path: 10-system-states/10-update-download-progress-fr.png; dimensions: 941x1672"
"10-system-states","10-update-failed-fr.png","100 — System States","02 — Source Screenshots","SRC / 10-update-failed-fr.png","","System","update-failed","French","Update","Screen state","TBD after editable reconstruction","System","Inventory complete — Figma import blocked by MCP plan limit","Source path: 10-system-states/10-update-failed-fr.png; dimensions: 941x1672"
"10-system-states","10-update-required-ar.png","100 — System States","02 — Source Screenshots","SRC / 10-update-required-ar.png","","System","update-required","Arabic","Update","Screen state","TBD after editable reconstruction","System","Inventory complete — Figma import blocked by MCP plan limit","Source path: 10-system-states/10-update-required-ar.png; dimensions: 941x1672"
"10-system-states","10-update-required-fr.png","100 — System States","02 — Source Screenshots","SRC / 10-update-required-fr.png","","System","update-required","French","Update","Screen state","TBD after editable reconstruction","System","Inventory complete — Figma import blocked by MCP plan limit","Source path: 10-system-states/10-update-required-fr.png; dimensions: 941x1672"
"11-arabic-rtl","11-access-denied-ar.png","110 — Arabic RTL","02 — Source Screenshots","SRC / 11-access-denied-ar.png","","Arabic RTL","access-denied","Arabic","Denied","Screen state","TBD after editable reconstruction","Arabic RTL","Inventory complete — Figma import blocked by MCP plan limit","Source path: 11-arabic-rtl/11-access-denied-ar.png; dimensions: 941x1672"
"11-arabic-rtl","11-account-dashboard-ar.png","110 — Arabic RTL","02 — Source Screenshots","SRC / 11-account-dashboard-ar.png","","Arabic RTL","account-dashboard","Arabic","Default","Screen reference","TBD after editable reconstruction","Arabic RTL","Inventory complete — Figma import blocked by MCP plan limit","Source path: 11-arabic-rtl/11-account-dashboard-ar.png; dimensions: 941x1672"
"11-arabic-rtl","11-active-sessions-ar.png","110 — Arabic RTL","02 — Source Screenshots","SRC / 11-active-sessions-ar.png","","Arabic RTL","active-sessions","Arabic","Default","Screen reference","TBD after editable reconstruction","Arabic RTL","Inventory complete — Figma import blocked by MCP plan limit","Source path: 11-arabic-rtl/11-active-sessions-ar.png; dimensions: 941x1672"
"11-arabic-rtl","11-add-address-ar.png","110 — Arabic RTL","02 — Source Screenshots","SRC / 11-add-address-ar.png","","Arabic RTL","add-address","Arabic","Default","Screen reference","TBD after editable reconstruction","Arabic RTL","Inventory complete — Figma import blocked by MCP plan limit","Source path: 11-arabic-rtl/11-add-address-ar.png; dimensions: 941x1672"
"11-arabic-rtl","11-addresses-list-ar.png","110 — Arabic RTL","02 — Source Screenshots","SRC / 11-addresses-list-ar.png","","Arabic RTL","addresses-list","Arabic","Default","Screen reference","TBD after editable reconstruction","Arabic RTL","Inventory complete — Figma import blocked by MCP plan limit","Source path: 11-arabic-rtl/11-addresses-list-ar.png; dimensions: 941x1672"
"11-arabic-rtl","11-cancellation-submitted-ar.png","110 — Arabic RTL","02 — Source Screenshots","SRC / 11-cancellation-submitted-ar.png","","Arabic RTL","cancellation-submitted","Arabic","Submitted","Screen reference","TBD after editable reconstruction","Arabic RTL","Inventory complete — Figma import blocked by MCP plan limit","Source path: 11-arabic-rtl/11-cancellation-submitted-ar.png; dimensions: 941x1672"
"11-arabic-rtl","11-cart-ar.png","110 — Arabic RTL","02 — Source Screenshots","SRC / 11-cart-ar.png","","Arabic RTL","cart","Arabic","Default","Screen reference","TBD after editable reconstruction","Arabic RTL","Inventory complete — Figma import blocked by MCP plan limit","Source path: 11-arabic-rtl/11-cart-ar.png; dimensions: 941x1672"
"11-arabic-rtl","11-categories-ar.png","110 — Arabic RTL","02 — Source Screenshots","SRC / 11-categories-ar.png","","Arabic RTL","categories","Arabic","Default","Screen reference","TBD after editable reconstruction","Arabic RTL","Inventory complete — Figma import blocked by MCP plan limit","Source path: 11-arabic-rtl/11-categories-ar.png; dimensions: 941x1672"
"11-arabic-rtl","11-change-email-ar.png","110 — Arabic RTL","02 — Source Screenshots","SRC / 11-change-email-ar.png","","Arabic RTL","change-email","Arabic","Default","Screen reference","TBD after editable reconstruction","Arabic RTL","Inventory complete — Figma import blocked by MCP plan limit","Source path: 11-arabic-rtl/11-change-email-ar.png; dimensions: 941x1672"
"11-arabic-rtl","11-change-password-ar.png","110 — Arabic RTL","02 — Source Screenshots","SRC / 11-change-password-ar.png","","Arabic RTL","change-password","Arabic","Default","Screen reference","TBD after editable reconstruction","Arabic RTL","Inventory complete — Figma import blocked by MCP plan limit","Source path: 11-arabic-rtl/11-change-password-ar.png; dimensions: 941x1672"
"11-arabic-rtl","11-change-phone-ar.png","110 — Arabic RTL","02 — Source Screenshots","SRC / 11-change-phone-ar.png","","Arabic RTL","change-phone","Arabic","Default","Screen reference","TBD after editable reconstruction","Arabic RTL","Inventory complete — Figma import blocked by MCP plan limit","Source path: 11-arabic-rtl/11-change-phone-ar.png; dimensions: 941x1672"
"11-arabic-rtl","11-checkout-address-ar.png","110 — Arabic RTL","02 — Source Screenshots","SRC / 11-checkout-address-ar.png","","Arabic RTL","checkout-address","Arabic","Default","Screen reference","TBD after editable reconstruction","Arabic RTL","Inventory complete — Figma import blocked by MCP plan limit","Source path: 11-arabic-rtl/11-checkout-address-ar.png; dimensions: 941x1672"
"11-arabic-rtl","11-connection-restored-ar.png","110 — Arabic RTL","02 — Source Screenshots","SRC / 11-connection-restored-ar.png","","Arabic RTL","connection-restored","Arabic","Restored","Screen reference","TBD after editable reconstruction","Arabic RTL","Inventory complete — Figma import blocked by MCP plan limit","Source path: 11-arabic-rtl/11-connection-restored-ar.png; dimensions: 941x1672"
"11-arabic-rtl","11-delete-address-confirm-ar.png","110 — Arabic RTL","02 — Source Screenshots","SRC / 11-delete-address-confirm-ar.png","","Arabic RTL","delete-address-confirm","Arabic","Default","Screen reference","TBD after editable reconstruction","Arabic RTL","Inventory complete — Figma import blocked by MCP plan limit","Source path: 11-arabic-rtl/11-delete-address-confirm-ar.png; dimensions: 941x1672"
"11-arabic-rtl","11-edit-address-ar.png","110 — Arabic RTL","02 — Source Screenshots","SRC / 11-edit-address-ar.png","","Arabic RTL","edit-address","Arabic","Default","Screen reference","TBD after editable reconstruction","Arabic RTL","Inventory complete — Figma import blocked by MCP plan limit","Source path: 11-arabic-rtl/11-edit-address-ar.png; dimensions: 941x1672"
"11-arabic-rtl","11-edit-profile-ar.png","110 — Arabic RTL","02 — Source Screenshots","SRC / 11-edit-profile-ar.png","","Arabic RTL","edit-profile","Arabic","Default","Screen reference","TBD after editable reconstruction","Arabic RTL","Inventory complete — Figma import blocked by MCP plan limit","Source path: 11-arabic-rtl/11-edit-profile-ar.png; dimensions: 941x1672"
"11-arabic-rtl","11-faq-ar.png","110 — Arabic RTL","02 — Source Screenshots","SRC / 11-faq-ar.png","","Arabic RTL","faq","Arabic","Default","Screen reference","TBD after editable reconstruction","Arabic RTL","Inventory complete — Figma import blocked by MCP plan limit","Source path: 11-arabic-rtl/11-faq-ar.png; dimensions: 941x1672"
"11-arabic-rtl","11-help-center-ar.png","110 — Arabic RTL","02 — Source Screenshots","SRC / 11-help-center-ar.png","","Arabic RTL","help-center","Arabic","Default","Screen reference","TBD after editable reconstruction","Arabic RTL","Inventory complete — Figma import blocked by MCP plan limit","Source path: 11-arabic-rtl/11-help-center-ar.png; dimensions: 941x1672"
"11-arabic-rtl","11-home-ar.png","110 — Arabic RTL","02 — Source Screenshots","SRC / 11-home-ar.png","","Arabic RTL","home","Arabic","Default","Screen reference","TBD after editable reconstruction","Arabic RTL","Inventory complete — Figma import blocked by MCP plan limit","Source path: 11-arabic-rtl/11-home-ar.png; dimensions: 941x1672"
"11-arabic-rtl","11-language-selection-ar.png","110 — Arabic RTL","02 — Source Screenshots","SRC / 11-language-selection-ar.png","","Arabic RTL","language-selection","Arabic","Default","Screen reference","TBD after editable reconstruction","Arabic RTL","Inventory complete — Figma import blocked by MCP plan limit","Source path: 11-arabic-rtl/11-language-selection-ar.png; dimensions: 941x1672"
"11-arabic-rtl","11-logout-device-confirm-ar.png","110 — Arabic RTL","02 — Source Screenshots","SRC / 11-logout-device-confirm-ar.png","","Arabic RTL","logout-device-confirm","Arabic","Default","Screen reference","TBD after editable reconstruction","Arabic RTL","Inventory complete — Figma import blocked by MCP plan limit","Source path: 11-arabic-rtl/11-logout-device-confirm-ar.png; dimensions: 941x1672"
"11-arabic-rtl","11-marketing-preferences-ar.png","110 — Arabic RTL","02 — Source Screenshots","SRC / 11-marketing-preferences-ar.png","","Arabic RTL","marketing-preferences","Arabic","Default","Screen reference","TBD after editable reconstruction","Arabic RTL","Inventory complete — Figma import blocked by MCP plan limit","Source path: 11-arabic-rtl/11-marketing-preferences-ar.png; dimensions: 941x1672"
"11-arabic-rtl","11-no-internet-ar.png","110 — Arabic RTL","02 — Source Screenshots","SRC / 11-no-internet-ar.png","","Arabic RTL","no-internet","Arabic","No Internet","Screen state","TBD after editable reconstruction","Arabic RTL","Inventory complete — Figma import blocked by MCP plan limit","Source path: 11-arabic-rtl/11-no-internet-ar.png; dimensions: 941x1672"
"11-arabic-rtl","11-notification-settings-ar.png","110 — Arabic RTL","02 — Source Screenshots","SRC / 11-notification-settings-ar.png","","Arabic RTL","notification-settings","Arabic","Default","Screen reference","TBD after editable reconstruction","Arabic RTL","Inventory complete — Figma import blocked by MCP plan limit","Source path: 11-arabic-rtl/11-notification-settings-ar.png; dimensions: 941x1672"
"11-arabic-rtl","11-order-detail-ar.png","110 — Arabic RTL","02 — Source Screenshots","SRC / 11-order-detail-ar.png","","Arabic RTL","order-detail","Arabic","Default","Screen reference","TBD after editable reconstruction","Arabic RTL","Inventory complete — Figma import blocked by MCP plan limit","Source path: 11-arabic-rtl/11-order-detail-ar.png; dimensions: 941x1672"
"11-arabic-rtl","11-order-not-found-ar.png","110 — Arabic RTL","02 — Source Screenshots","SRC / 11-order-not-found-ar.png","","Arabic RTL","order-not-found","Arabic","Default","Screen reference","TBD after editable reconstruction","Arabic RTL","Inventory complete — Figma import blocked by MCP plan limit","Source path: 11-arabic-rtl/11-order-not-found-ar.png; dimensions: 941x1672"
"11-arabic-rtl","11-order-notification-detail-ar.png","110 — Arabic RTL","02 — Source Screenshots","SRC / 11-order-notification-detail-ar.png","","Arabic RTL","order-notification-detail","Arabic","Default","Screen reference","TBD after editable reconstruction","Arabic RTL","Inventory complete — Figma import blocked by MCP plan limit","Source path: 11-arabic-rtl/11-order-notification-detail-ar.png; dimensions: 941x1672"
"11-arabic-rtl","11-orders-list-ar.png","110 — Arabic RTL","02 — Source Screenshots","SRC / 11-orders-list-ar.png","","Arabic RTL","orders-list","Arabic","Default","Screen reference","TBD after editable reconstruction","Arabic RTL","Inventory complete — Figma import blocked by MCP plan limit","Source path: 11-arabic-rtl/11-orders-list-ar.png; dimensions: 941x1672"
"11-arabic-rtl","11-order-tracking-ar.png","110 — Arabic RTL","02 — Source Screenshots","SRC / 11-order-tracking-ar.png","","Arabic RTL","order-tracking","Arabic","Default","Screen reference","TBD after editable reconstruction","Arabic RTL","Inventory complete — Figma import blocked by MCP plan limit","Source path: 11-arabic-rtl/11-order-tracking-ar.png; dimensions: 941x1672"
"11-arabic-rtl","11-password-changed-success-ar.png","110 — Arabic RTL","02 — Source Screenshots","SRC / 11-password-changed-success-ar.png","","Arabic RTL","password-changed-success","Arabic","Success","Screen state","TBD after editable reconstruction","Arabic RTL","Inventory complete — Figma import blocked by MCP plan limit","Source path: 11-arabic-rtl/11-password-changed-success-ar.png; dimensions: 941x1672"
"11-arabic-rtl","11-payment-method-ar.png","110 — Arabic RTL","02 — Source Screenshots","SRC / 11-payment-method-ar.png","","Arabic RTL","payment-method","Arabic","Default","Screen reference","TBD after editable reconstruction","Arabic RTL","Inventory complete — Figma import blocked by MCP plan limit","Source path: 11-arabic-rtl/11-payment-method-ar.png; dimensions: 941x1672"
"11-arabic-rtl","11-payment-success-ar.png","110 — Arabic RTL","02 — Source Screenshots","SRC / 11-payment-success-ar.png","","Arabic RTL","payment-success","Arabic","Success","Screen state","TBD after editable reconstruction","Arabic RTL","Inventory complete — Figma import blocked by MCP plan limit","Source path: 11-arabic-rtl/11-payment-success-ar.png; dimensions: 941x1672"
"11-arabic-rtl","11-privacy-security-ar.png","110 — Arabic RTL","02 — Source Screenshots","SRC / 11-privacy-security-ar.png","","Arabic RTL","privacy-security","Arabic","Default","Screen reference","TBD after editable reconstruction","Arabic RTL","Inventory complete — Figma import blocked by MCP plan limit","Source path: 11-arabic-rtl/11-privacy-security-ar.png; dimensions: 941x1672"
"11-arabic-rtl","11-product-detail-ar.png","110 — Arabic RTL","02 — Source Screenshots","SRC / 11-product-detail-ar.png","","Arabic RTL","product-detail","Arabic","Default","Screen reference","TBD after editable reconstruction","Arabic RTL","Inventory complete — Figma import blocked by MCP plan limit","Source path: 11-arabic-rtl/11-product-detail-ar.png; dimensions: 941x1672"
"11-arabic-rtl","11-scheduled-maintenance-ar.png","110 — Arabic RTL","02 — Source Screenshots","SRC / 11-scheduled-maintenance-ar.png","","Arabic RTL","scheduled-maintenance","Arabic","Maintenance","Screen state","TBD after editable reconstruction","Arabic RTL","Inventory complete — Figma import blocked by MCP plan limit","Source path: 11-arabic-rtl/11-scheduled-maintenance-ar.png; dimensions: 941x1672"
"11-arabic-rtl","11-search-results-ar.png","110 — Arabic RTL","02 — Source Screenshots","SRC / 11-search-results-ar.png","","Arabic RTL","search-results","Arabic","Default","Screen reference","TBD after editable reconstruction","Arabic RTL","Inventory complete — Figma import blocked by MCP plan limit","Source path: 11-arabic-rtl/11-search-results-ar.png; dimensions: 941x1672"
"11-arabic-rtl","11-session-expired-ar.png","110 — Arabic RTL","02 — Source Screenshots","SRC / 11-session-expired-ar.png","","Arabic RTL","session-expired","Arabic","Default","Screen reference","TBD after editable reconstruction","Arabic RTL","Inventory complete — Figma import blocked by MCP plan limit","Source path: 11-arabic-rtl/11-session-expired-ar.png; dimensions: 941x1672"
"11-arabic-rtl","11-silent-hours-ar.png","110 — Arabic RTL","02 — Source Screenshots","SRC / 11-silent-hours-ar.png","","Arabic RTL","silent-hours","Arabic","Default","Screen reference","TBD after editable reconstruction","Arabic RTL","Inventory complete — Figma import blocked by MCP plan limit","Source path: 11-arabic-rtl/11-silent-hours-ar.png; dimensions: 941x1672"
"11-arabic-rtl","11-slow-connection-ar.png","110 — Arabic RTL","02 — Source Screenshots","SRC / 11-slow-connection-ar.png","","Arabic RTL","slow-connection","Arabic","Slow Connection","Screen reference","TBD after editable reconstruction","Arabic RTL","Inventory complete — Figma import blocked by MCP plan limit","Source path: 11-arabic-rtl/11-slow-connection-ar.png; dimensions: 941x1672"
"11-arabic-rtl","11-splash-loading-ar.png","110 — Arabic RTL","02 — Source Screenshots","SRC / 11-splash-loading-ar.png","","Arabic RTL","splash-loading","Arabic","Loading","Screen state","TBD after editable reconstruction","Arabic RTL","Inventory complete — Figma import blocked by MCP plan limit","Source path: 11-arabic-rtl/11-splash-loading-ar.png; dimensions: 941x1672"
"11-arabic-rtl","11-support-chat-ar.png","110 — Arabic RTL","02 — Source Screenshots","SRC / 11-support-chat-ar.png","","Arabic RTL","support-chat","Arabic","Default","Screen reference","TBD after editable reconstruction","Arabic RTL","Inventory complete — Figma import blocked by MCP plan limit","Source path: 11-arabic-rtl/11-support-chat-ar.png; dimensions: 941x1672"
"11-arabic-rtl","11-support-tickets-ar.png","110 — Arabic RTL","02 — Source Screenshots","SRC / 11-support-tickets-ar.png","","Arabic RTL","support-tickets","Arabic","Default","Screen reference","TBD after editable reconstruction","Arabic RTL","Inventory complete — Figma import blocked by MCP plan limit","Source path: 11-arabic-rtl/11-support-tickets-ar.png; dimensions: 941x1672"
"11-arabic-rtl","11-ticket-closed-ar.png","110 — Arabic RTL","02 — Source Screenshots","SRC / 11-ticket-closed-ar.png","","Arabic RTL","ticket-closed","Arabic","Default","Screen reference","TBD after editable reconstruction","Arabic RTL","Inventory complete — Figma import blocked by MCP plan limit","Source path: 11-arabic-rtl/11-ticket-closed-ar.png; dimensions: 941x1672"
"11-arabic-rtl","11-update-available-ar.png","110 — Arabic RTL","02 — Source Screenshots","SRC / 11-update-available-ar.png","","Arabic RTL","update-available","Arabic","Update","Screen state","TBD after editable reconstruction","Arabic RTL","Inventory complete — Figma import blocked by MCP plan limit","Source path: 11-arabic-rtl/11-update-available-ar.png; dimensions: 941x1672"
"11-arabic-rtl","11-update-required-ar.png","110 — Arabic RTL","02 — Source Screenshots","SRC / 11-update-required-ar.png","","Arabic RTL","update-required","Arabic","Update","Screen state","TBD after editable reconstruction","Arabic RTL","Inventory complete — Figma import blocked by MCP plan limit","Source path: 11-arabic-rtl/11-update-required-ar.png; dimensions: 941x1672"
"11-arabic-rtl","11-wishlist-ar.png","110 — Arabic RTL","02 — Source Screenshots","SRC / 11-wishlist-ar.png","","Arabic RTL","wishlist","Arabic","Default","Screen reference","TBD after editable reconstruction","Arabic RTL","Inventory complete — Figma import blocked by MCP plan limit","Source path: 11-arabic-rtl/11-wishlist-ar.png; dimensions: 941x1672"
"assetsl","12-account-security-icons.png","120 — Assets","02 — Source Screenshots","SRC / 12-account-security-icons.png","","Assets","account-security-icons","Shared","Default","Asset sheet","TBD after editable reconstruction","N/A","Inventory complete — Figma import blocked by MCP plan limit","Source path: assetsl/12-account-security-icons.png; dimensions: 1949x807"
"assetsl","12-account-security-icons-v2.png","120 — Assets","02 — Source Screenshots","SRC / 12-account-security-icons-v2.png","","Assets","account-security-icons-v2","Shared","Default","Asset sheet","TBD after editable reconstruction","N/A","Inventory complete — Figma import blocked by MCP plan limit","Source path: assetsl/12-account-security-icons-v2.png; dimensions: 1949x807"
"assetsl","12-action-icons.png","120 — Assets","02 — Source Screenshots","SRC / 12-action-icons.png","","Assets","action-icons","Shared","Default","Asset sheet","TBD after editable reconstruction","N/A","Inventory complete — Figma import blocked by MCP plan limit","Source path: assetsl/12-action-icons.png; dimensions: 1912x822"
"assetsl","12-action-icons-v2.png","120 — Assets","02 — Source Screenshots","SRC / 12-action-icons-v2.png","","Assets","action-icons-v2","Shared","Default","Asset sheet","TBD after editable reconstruction","N/A","Inventory complete — Figma import blocked by MCP plan limit","Source path: assetsl/12-action-icons-v2.png; dimensions: 1912x822"
"assetsl","12-brand-assets.png","120 — Assets","02 — Source Screenshots","SRC / 12-brand-assets.png","","Assets","brand-assets","Shared","Default","Asset sheet","TBD after editable reconstruction","N/A","Inventory complete — Figma import blocked by MCP plan limit","Source path: assetsl/12-brand-assets.png; dimensions: 2052x766"
"assetsl","12-brand-assets-v2.png","120 — Assets","02 — Source Screenshots","SRC / 12-brand-assets-v2.png","","Assets","brand-assets-v2","Shared","Default","Asset sheet","TBD after editable reconstruction","N/A","Inventory complete — Figma import blocked by MCP plan limit","Source path: assetsl/12-brand-assets-v2.png; dimensions: 2052x766"
"assetsl","12-commerce-icons.png","120 — Assets","02 — Source Screenshots","SRC / 12-commerce-icons.png","","Assets","commerce-icons","Shared","Default","Asset sheet","TBD after editable reconstruction","N/A","Inventory complete — Figma import blocked by MCP plan limit","Source path: assetsl/12-commerce-icons.png; dimensions: 1984x792"
"assetsl","12-commerce-icons-v2.png","120 — Assets","02 — Source Screenshots","SRC / 12-commerce-icons-v2.png","","Assets","commerce-icons-v2","Shared","Default","Asset sheet","TBD after editable reconstruction","N/A","Inventory complete — Figma import blocked by MCP plan limit","Source path: assetsl/12-commerce-icons-v2.png; dimensions: 1984x792"
"assetsl","12-decorative-assets.png","120 — Assets","02 — Source Screenshots","SRC / 12-decorative-assets.png","","Assets","decorative-assets","Shared","Default","Asset sheet","TBD after editable reconstruction","N/A","Inventory complete — Figma import blocked by MCP plan limit","Source path: assetsl/12-decorative-assets.png; dimensions: 3085x510"
"assetsl","12-decorative-assets-v2.png","120 — Assets","02 — Source Screenshots","SRC / 12-decorative-assets-v2.png","","Assets","decorative-assets-v2","Shared","Default","Asset sheet","TBD after editable reconstruction","N/A","Inventory complete — Figma import blocked by MCP plan limit","Source path: assetsl/12-decorative-assets-v2.png; dimensions: 3085x510"
"assetsl","12-design-tokens.png","120 — Assets","02 — Source Screenshots","SRC / 12-design-tokens.png","","Assets","design-tokens","Shared","Default","Asset sheet","TBD after editable reconstruction","N/A","Inventory complete — Figma import blocked by MCP plan limit","Source path: assetsl/12-design-tokens.png; dimensions: 1942x810"
"assetsl","12-design-tokens-v2.png","120 — Assets","02 — Source Screenshots","SRC / 12-design-tokens-v2.png","","Assets","design-tokens-v2","Shared","Default","Asset sheet","TBD after editable reconstruction","N/A","Inventory complete — Figma import blocked by MCP plan limit","Source path: assetsl/12-design-tokens-v2.png; dimensions: 1942x810"
"assetsl","12-navigation-icons.png","120 — Assets","02 — Source Screenshots","SRC / 12-navigation-icons.png","","Assets","navigation-icons","Shared","Default","Asset sheet","TBD after editable reconstruction","N/A","Inventory complete — Figma import blocked by MCP plan limit","Source path: assetsl/12-navigation-icons.png; dimensions: 1862x845"
"assetsl","12-navigation-icons-v2.png","120 — Assets","02 — Source Screenshots","SRC / 12-navigation-icons-v2.png","","Assets","navigation-icons-v2","Shared","Default","Asset sheet","TBD after editable reconstruction","N/A","Inventory complete — Figma import blocked by MCP plan limit","Source path: assetsl/12-navigation-icons-v2.png; dimensions: 1862x845"
"assetsl","12-product-reference-images.png","120 — Assets","02 — Source Screenshots","SRC / 12-product-reference-images.png","","Assets","product-reference-images","Shared","Default","Asset sheet","TBD after editable reconstruction","N/A","Inventory complete — Figma import blocked by MCP plan limit","Source path: assetsl/12-product-reference-images.png; dimensions: 2940x535"
"assetsl","12-state-illustrations.png","120 — Assets","02 — Source Screenshots","SRC / 12-state-illustrations.png","","Assets","state-illustrations","Shared","Default","Asset sheet","TBD after editable reconstruction","N/A","Inventory complete — Figma import blocked by MCP plan limit","Source path: assetsl/12-state-illustrations.png; dimensions: 3002x524"
"assetsl","12-state-illustrations-v2.png","120 — Assets","02 — Source Screenshots","SRC / 12-state-illustrations-v2.png","","Assets","state-illustrations-v2","Shared","Default","Asset sheet","TBD after editable reconstruction","N/A","Inventory complete — Figma import blocked by MCP plan limit","Source path: assetsl/12-state-illustrations-v2.png; dimensions: 3002x524"
"assetsl","12-status-badges.png","120 — Assets","02 — Source Screenshots","SRC / 12-status-badges.png","","Assets","status-badges","Shared","Default","Asset sheet","TBD after editable reconstruction","N/A","Inventory complete — Figma import blocked by MCP plan limit","Source path: assetsl/12-status-badges.png; dimensions: 2624x599"
"assetsl","12-status-badges-v2.png","120 — Assets","02 — Source Screenshots","SRC / 12-status-badges-v2.png","","Assets","status-badges-v2","Shared","Default","Asset sheet","TBD after editable reconstruction","N/A","Inventory complete — Figma import blocked by MCP plan limit","Source path: assetsl/12-status-badges-v2.png; dimensions: 2624x599"
"assetsl","12-support-system-icons.png","120 — Assets","02 — Source Screenshots","SRC / 12-support-system-icons.png","","Assets","support-system-icons","Shared","Default","Asset sheet","TBD after editable reconstruction","N/A","Inventory complete — Figma import blocked by MCP plan limit","Source path: assetsl/12-support-system-icons.png; dimensions: 2277x690"
"assetsl","12-support-system-icons-v2.png","120 — Assets","02 — Source Screenshots","SRC / 12-support-system-icons-v2.png","","Assets","support-system-icons-v2","Shared","Default","Asset sheet","TBD after editable reconstruction","N/A","Inventory complete — Figma import blocked by MCP plan limit","Source path: assetsl/12-support-system-icons-v2.png; dimensions: 2277x690"
